id,transaction_date,product_id,product_name,total_quantity_sold,total_sales
31391,2007-04-10 12:34:22.409248176,31391,Makeup,4,615.08
6913,2007-04-10 15:54:11.513030256,6913,Cookware Set,4,1414.07
109,2007-04-10 19:14:00.616812328,109,Blender,4,694.75
44936,2007-04-10 22:33:49.720594408,44936,Makeup,4,745.92
12716,2007-04-11 01:53:38.824376480,12716,Fiction,1,4.83
3493,2007-04-11 05:13:27.928158560,3493,Vacuum Cleaner,4,2129.69
14171,2007-04-11 08:33:17.031940632,14171,Blender,1,511.14
20092,2007-04-11 11:53:06.135722712,20092,Smartwatch,5,4687.87
10951,2007-04-11 15:12:55.239504784,10951,Haircare,5,588.43
41406,2007-04-11 18:32:44.343286864,41406,Shoes,1,210.61
14658,2007-04-11 21:52:33.447068936,14658,Jeans,1,247.38
18765,2007-04-12 01:12:22.550851008,18765,Headphones,5,3656.71
26607,2007-04-12 04:32:11.654633088,26607,Smartwatch,3,4399.99
44233,2007-04-12 07:52:00.758415160,44233,Biography,3,45.34
19335,2007-04-12 11:11:49.862197240,19335,Vacuum Cleaner,3,751.8
5816,2007-04-12 14:31:38.965979312,5816,Science,1,41.74
23856,2007-04-12 17:51:28.069761392,23856,Haircare,1,111.65
8216,2007-04-12 21:11:17.173543464,8216,Microwave,2,339.06
49914,2007-04-13 00:31:06.277325544,49914,Makeup,2,30.38
9106,2007-04-13 03:50:55.381107616,9106,T-shirt,3,134.28
33340,2007-04-13 07:10:44.484889696,33340,Shoes,4,303.34
5613,2007-04-13 10:30:33.588671768,5613,Jacket,3,949.57
12473,2007-04-13 13:50:22.692453840,12473,Jacket,3,738.64
12226,2007-04-13 17:10:11.796235920,12226,T-shirt,4,667.57
27462,2007-04-13 20:30:00.900017992,27462,Smartwatch,3,997.58
1815,2007-04-13 23:49:50.003800072,1815,Headphones,2,1735.56
24772,2007-04-14 03:09:39.107582144,24772,Microwave,2,160.32
7923,2007-04-14 06:29:28.211364224,7923,Smartphone,3,1826.77
40266,2007-04-14 09:49:17.315146296,40266,Jacket,1,112.03
25960,2007-04-14 13:09:06.418928376,25960,Haircare,2,252.98
20153,2007-04-14 16:28:55.522710448,20153,Skincare,3,163.65
23804,2007-04-14 19:48:44.626492528,23804,Laptop,5,4191.14
6880,2007-04-14 23:08:33.730274600,6880,Biography,2,103.72
14586,2007-04-15 02:28:22.834056672,14586,Microwave,3,1475.38
9955,2007-04-15 05:48:11.937838752,9955,Makeup,3,530.24
9533,2007-04-15 09:08:01.041620832,9533,Makeup,1,100.35
34393,2007-04-15 12:27:50.145402896,34393,Haircare,3,157.02
7692,2007-04-15 15:47:39.249184976,7692,Biography,4,51.48
37544,2007-04-15 19:07:28.352967056,37544,Skincare,3,303.16
32194,2007-04-15 22:27:17.456749136,32194,Shoes,1,95.55
36099,2007-04-16 01:47:06.560531200,36099,Smartwatch,5,7565.02
20002,2007-04-16 05:06:55.664313280,20002,Fiction,2,90.58
44884,2007-04-16 08:26:44.768095360,44884,Jeans,2,80.8
1697,2007-04-16 11:46:33.871877440,1697,Makeup,5,588.21
42502,2007-04-16 15:06:22.975659504,42502,Camera,3,1726.28
41465,2007-04-16 18:26:12.079441584,41465,Smartwatch,4,5027.89
364,2007-04-16 21:46:01.183223664,364,Biography,3,147.95
22351,2007-04-17 01:05:50.287005728,22351,Fragrance,1,77.3
21348,2007-04-17 04:25:39.390787808,21348,Shoes,5,1558.55
8730,2007-04-17 07:45:28.494569888,8730,Fragrance,1,81.35
17740,2007-04-17 11:05:17.598351968,17740,Haircare,3,575.56
27243,2007-04-17 14:25:06.702134032,27243,Skincare,1,206.43
11727,2007-04-17 17:44:55.805916112,11727,Laptop,3,801.01
27932,2007-04-17 21:04:44.909698192,27932,Jeans,2,416.03
4534,2007-04-18 00:24:34.013480272,4534,Skincare,1,109.43
27622,2007-04-18 03:44:23.117262336,27622,T-shirt,2,391.82
20091,2007-04-18 07:04:12.221044416,20091,Laptop,1,742.42
47112,2007-04-18 10:24:01.324826496,47112,Vacuum Cleaner,5,2407.65
20658,2007-04-18 13:43:50.428608560,20658,T-shirt,2,250.35
42921,2007-04-18 17:03:39.532390640,42921,Jeans,4,925.79
47911,2007-04-18 20:23:28.636172720,47911,Non-Fiction,1,19.36
46045,2007-04-18 23:43:17.739954800,46045,Blender,4,1012.87
32842,2007-04-19 03:03:06.843736864,32842,Shoes,3,600.18
18144,2007-04-19 06:22:55.947518944,18144,Non-Fiction,5,233.82
37775,2007-04-19 09:42:45.051301024,37775,Skincare,4,171.65
48246,2007-04-19 13:02:34.155083104,48246,Smartwatch,5,5846.63
11601,2007-04-19 16:22:23.258865168,11601,T-shirt,5,1507.38
42247,2007-04-19 19:42:12.362647248,42247,Laptop,4,6097.12
23015,2007-04-19 23:02:01.466429328,23015,Camera,5,6443.05
42954,2007-04-20 02:21:50.570211392,42954,Jeans,2,322.67
2184,2007-04-20 05:41:39.673993472,2184,Vacuum Cleaner,1,161.2
33285,2007-04-20 09:01:28.777775552,33285,Makeup,5,191.35
36820,2007-04-20 12:21:17.881557632,36820,Haircare,4,125.64
1642,2007-04-20 15:41:06.985339696,1642,Camera,3,1350.64
29903,2007-04-20 19:00:56.089121776,29903,Jeans,4,294.56
47374,2007-04-20 22:20:45.192903856,47374,Cookware Set,2,604.19
44640,2007-04-21 01:40:34.296685936,44640,Smartwatch,3,4540.06
31360,2007-04-21 05:00:23.400468000,31360,T-shirt,3,637.06
20373,2007-04-21 08:20:12.504250080,20373,Non-Fiction,5,136.43
17750,2007-04-21 11:40:01.608032160,17750,Headphones,2,1209.79
38009,2007-04-21 14:59:50.711814224,38009,Science,5,256.5
25517,2007-04-21 18:19:39.815596304,25517,Headphones,1,1592.79
15664,2007-04-21 21:39:28.919378384,15664,Microwave,1,59.74
2036,2007-04-22 00:59:18.023160464,2036,Laptop,5,7046.73
20604,2007-04-22 04:19:07.126942528,20604,Camera,5,1471.47
2170,2007-04-22 07:38:56.230724608,2170,Jeans,1,166.62
40942,2007-04-22 10:58:45.334506688,40942,Smartphone,4,1945.13
28174,2007-04-22 14:18:34.438288768,28174,Smartwatch,2,1584.7
12056,2007-04-22 17:38:23.542070832,12056,Haircare,5,854.88
7434,2007-04-22 20:58:12.645852912,7434,Jacket,5,1099.98
24702,2007-04-23 00:18:01.749634992,24702,Smartphone,5,2776.25
22379,2007-04-23 03:37:50.853417056,22379,Jacket,3,414.85
22271,2007-04-23 06:57:39.957199136,22271,Haircare,3,645.82
43716,2007-04-23 10:17:29.060981216,43716,Haircare,3,318.88
17585,2007-04-23 13:37:18.164763296,17585,Shoes,5,1075.82
32251,2007-04-23 16:57:07.268545360,32251,T-shirt,5,675.82
35503,2007-04-23 20:16:56.372327440,35503,Camera,2,2427.52
45828,2007-04-23 23:36:45.476109520,45828,Shoes,2,70.6
21947,2007-04-24 02:56:34.579891600,21947,Makeup,2,269.44
28799,2007-04-24 06:16:23.683673664,28799,Blender,2,594.83
4151,2007-04-24 09:36:12.787455744,4151,Haircare,3,485.07
7529,2007-04-24 12:56:01.891237824,7529,T-shirt,3,507.62
17540,2007-04-24 16:15:50.995019888,17540,Shoes,1,118.72
37066,2007-04-24 19:35:40.098801968,37066,Jeans,5,620.8
41955,2007-04-24 22:55:29.202584048,41955,Non-Fiction,1,49.5
2827,2007-04-25 02:15:18.306366128,2827,Laptop,5,3301.07
19109,2007-04-25 05:35:07.410148192,19109,Haircare,2,343.44
41578,2007-04-25 08:54:56.513930272,41578,Headphones,4,5294.53
10868,2007-04-25 12:14:45.617712352,10868,Blender,3,230.86
34272,2007-04-25 15:34:34.721494432,34272,Shoes,2,312.87
12684,2007-04-25 18:54:23.825276496,12684,Non-Fiction,3,135.78
25641,2007-04-25 22:14:12.929058576,25641,Cookware Set,4,1085.84
15429,2007-04-26 01:34:02.032840656,15429,Smartphone,1,1361.89
39025,2007-04-26 04:53:51.136622720,39025,Laptop,5,2747.65
12364,2007-04-26 08:13:40.240404800,12364,Microwave,5,1349.07
1216,2007-04-26 11:33:29.344186880,1216,Science,1,43.54
25880,2007-04-26 14:53:18.447968960,25880,Biography,3,26.68
40213,2007-04-26 18:13:07.551751024,40213,Headphones,5,1548.54
15705,2007-04-26 21:32:56.655533104,15705,Smartphone,5,5822.77
46462,2007-04-27 00:52:45.759315184,46462,Haircare,5,406.03
15750,2007-04-27 04:12:34.863097264,15750,Fragrance,2,123.84
15296,2007-04-27 07:32:23.966879328,15296,Skincare,2,320.66
40223,2007-04-27 10:52:13.070661408,40223,Fragrance,3,183.18
27628,2007-04-27 14:12:02.174443488,27628,Vacuum Cleaner,3,356.31
48703,2007-04-27 17:31:51.278225552,48703,Jeans,5,509.37
17843,2007-04-27 20:51:40.382007632,17843,Non-Fiction,3,87.77
22897,2007-04-28 00:11:29.485789712,22897,Headphones,4,1609.84
40435,2007-04-28 03:31:18.589571792,40435,Science,4,68.16
20320,2007-04-28 06:51:07.693353856,20320,Non-Fiction,1,17.11
42399,2007-04-28 10:10:56.797135936,42399,Microwave,5,734.01
25210,2007-04-28 13:30:45.900918016,25210,Fiction,3,65.47
44872,2007-04-28 16:50:35.004700096,44872,Makeup,4,82.44
35783,2007-04-28 20:10:24.108482160,35783,Biography,5,164.22
34736,2007-04-28 23:30:13.212264240,34736,Microwave,1,179.59
24416,2007-04-29 02:50:02.316046320,24416,Vacuum Cleaner,3,648.91
18577,2007-04-29 06:09:51.419828384,18577,Blender,5,1345.73
22554,2007-04-29 09:29:40.523610464,22554,Camera,2,653.96
30140,2007-04-29 12:49:29.627392544,30140,Non-Fiction,1,16.34
47385,2007-04-29 16:09:18.731174624,47385,Smartphone,5,7891.16
8317,2007-04-29 19:29:07.834956688,8317,Fragrance,2,425.66
24246,2007-04-29 22:48:56.938738768,24246,Blender,2,713.89
33707,2007-04-30 02:08:46.042520848,33707,Skincare,3,594.55
32878,2007-04-30 05:28:35.146302928,32878,Jeans,1,206.47
6700,2007-04-30 08:48:24.250084992,6700,Laptop,5,3529.03
13745,2007-04-30 12:08:13.353867072,13745,Fiction,5,106.01
48823,2007-04-30 15:28:02.457649152,48823,Jacket,2,334.16
33565,2007-04-30 18:47:51.561431216,33565,T-shirt,4,1107.65
5491,2007-04-30 22:07:40.665213296,5491,Jacket,3,322.39
36211,2007-05-01 01:27:29.768995376,36211,Laptop,1,291.05
21882,2007-05-01 04:47:18.872777456,21882,Vacuum Cleaner,5,376.6
45738,2007-05-01 08:07:07.976559520,45738,Blender,5,2585.32
26478,2007-05-01 11:26:57.080341600,26478,Blender,4,1705.04
5988,2007-05-01 14:46:46.184123680,5988,Smartwatch,1,1314.35
19611,2007-05-01 18:06:35.287905760,19611,Makeup,1,159.26
1362,2007-05-01 21:26:24.391687824,1362,Cookware Set,5,725.15
1170,2007-05-02 00:46:13.495469904,1170,Smartphone,3,3310.6
31935,2007-05-02 04:06:02.599251984,31935,Blender,2,443.44
27404,2007-05-02 07:25:51.703034048,27404,Makeup,4,551.83
30712,2007-05-02 10:45:40.806816128,30712,Science,5,264.6
32457,2007-05-02 14:05:29.910598208,32457,Jacket,1,101.2
22362,2007-05-02 17:25:19.014380288,22362,T-shirt,3,777.5
2996,2007-05-02 20:45:08.118162352,2996,Haircare,5,966.27
37907,2007-05-03 00:04:57.221944432,37907,Science,2,58.49
36024,2007-05-03 03:24:46.325726512,36024,Haircare,5,713.41
14718,2007-05-03 06:44:35.429508592,14718,Haircare,4,383.44
26222,2007-05-03 10:04:24.533290656,26222,Non-Fiction,4,91.81
28001,2007-05-03 13:24:13.637072736,28001,Non-Fiction,1,16.84
2559,2007-05-03 16:44:02.740854816,2559,Smartwatch,5,1576.23
49548,2007-05-03 20:03:51.844636880,49548,Smartphone,2,2289.48
40693,2007-05-03 23:23:40.948418960,40693,Shoes,4,1074.05
27552,2007-05-04 02:43:30.052201040,27552,Science,2,61.49
45774,2007-05-04 06:03:19.155983120,45774,Fiction,3,102.58
19860,2007-05-04 09:23:08.259765184,19860,Jacket,2,583.68
40386,2007-05-04 12:42:57.363547264,40386,Fragrance,5,1077.91
17344,2007-05-04 16:02:46.467329344,17344,Laptop,5,3929.5
9840,2007-05-04 19:22:35.571111424,9840,Makeup,3,91.17
37469,2007-05-04 22:42:24.674893488,37469,Vacuum Cleaner,3,556.85
23877,2007-05-05 02:02:13.778675568,23877,Skincare,1,160.57
40518,2007-05-05 05:22:02.882457648,40518,Shoes,1,70.79
2245,2007-05-05 08:41:51.986239712,2245,Haircare,1,7.28
32552,2007-05-05 12:01:41.090021792,32552,Fiction,5,145.08
11421,2007-05-05 15:21:30.193803872,11421,Non-Fiction,5,266.08
158,2007-05-05 18:41:19.297585952,158,Smartphone,3,1758.51
45292,2007-05-05 22:01:08.401368016,45292,Haircare,5,819.03
45434,2007-05-06 01:20:57.505150096,45434,Laptop,3,1368.28
23173,2007-05-06 04:40:46.608932176,23173,Skincare,4,110.23
4955,2007-05-06 08:00:35.712714256,4955,Microwave,1,511.73
3853,2007-05-06 11:20:24.816496320,3853,Microwave,2,546.15
31125,2007-05-06 14:40:13.920278400,31125,Jacket,5,110.01
41690,2007-05-06 18:00:03.024060480,41690,Shoes,1,99.8
10653,2007-05-06 21:19:52.127842544,10653,Non-Fiction,4,176.21
49830,2007-05-07 00:39:41.231624624,49830,Headphones,1,357.3
14581,2007-05-07 03:59:30.335406704,14581,Makeup,1,90.54
16435,2007-05-07 07:19:19.439188784,16435,Laptop,4,6188.38
5557,2007-05-07 10:39:08.542970848,5557,Shoes,1,316.01
44809,2007-05-07 13:58:57.646752928,44809,Smartwatch,2,1515.91
23454,2007-05-07 17:18:46.750535008,23454,Fiction,4,46.16
16487,2007-05-07 20:38:35.854317088,16487,Makeup,2,343.72
29621,2007-05-07 23:58:24.958099152,29621,Jeans,3,459.25
36322,2007-05-08 03:18:14.061881232,36322,T-shirt,4,711.08
6500,2007-05-08 06:38:03.165663312,6500,Fiction,4,167.93
26572,2007-05-08 09:57:52.269445376,26572,Biography,2,57.0
46079,2007-05-08 13:17:41.373227456,46079,Vacuum Cleaner,1,228.14
13630,2007-05-08 16:37:30.477009536,13630,Science,4,39.99
1003,2007-05-08 19:57:19.580791616,1003,Skincare,4,360.18
10507,2007-05-08 23:17:08.684573680,10507,Blender,3,897.72
36139,2007-05-09 02:36:57.788355760,36139,Jeans,3,229.11
12617,2007-05-09 05:56:46.892137840,12617,Blender,4,2188.13
15477,2007-05-09 09:16:35.995919920,15477,Smartwatch,2,2853.77
8678,2007-05-09 12:36:25.099701984,8678,Skincare,5,401.97
29668,2007-05-09 15:56:14.203484064,29668,Smartwatch,5,1324.3
37009,2007-05-09 19:16:03.307266144,37009,Fragrance,3,291.34
26677,2007-05-09 22:35:52.411048208,26677,Non-Fiction,1,44.03
37050,2007-05-10 01:55:41.514830288,37050,Makeup,2,275.41
6585,2007-05-10 05:15:30.618612368,6585,Shoes,1,102.45
14523,2007-05-10 08:35:19.722394448,14523,Vacuum Cleaner,5,2352.21
43679,2007-05-10 11:55:08.826176512,43679,Haircare,5,500.55
12066,2007-05-10 15:14:57.929958592,12066,Microwave,1,153.0
24783,2007-05-10 18:34:47.033740672,24783,Haircare,2,215.26
42730,2007-05-10 21:54:36.137522752,42730,Jacket,5,271.15
7958,2007-05-11 01:14:25.241304816,7958,Vacuum Cleaner,1,182.29
26700,2007-05-11 04:34:14.345086896,26700,T-shirt,2,247.01
45714,2007-05-11 07:54:03.448868976,45714,Laptop,3,1735.71
29325,2007-05-11 11:13:52.552651040,29325,Science,1,42.89
26669,2007-05-11 14:33:41.656433120,26669,Fiction,5,174.77
30005,2007-05-11 17:53:30.760215200,30005,Microwave,4,549.08
41577,2007-05-11 21:13:19.863997280,41577,Microwave,3,395.74
9887,2007-05-12 00:33:08.967779344,9887,Cookware Set,2,415.67
48871,2007-05-12 03:52:58.071561424,48871,Science,1,20.93
43268,2007-05-12 07:12:47.175343504,43268,Fragrance,3,543.44
36765,2007-05-12 10:32:36.279125584,36765,Microwave,2,780.72
36175,2007-05-12 13:52:25.382907648,36175,Cookware Set,2,702.57
46042,2007-05-12 17:12:14.486689728,46042,Vacuum Cleaner,1,56.38
9250,2007-05-12 20:32:03.590471808,9250,Headphones,2,682.52
44945,2007-05-12 23:51:52.694253872,44945,Smartphone,1,994.09
35062,2007-05-13 03:11:41.798035952,35062,T-shirt,3,684.39
44486,2007-05-13 06:31:30.901818032,44486,Camera,4,5823.02
37841,2007-05-13 09:51:20.005600112,37841,Laptop,3,1505.41
31649,2007-05-13 13:11:09.109382176,31649,Fiction,4,118.21
30537,2007-05-13 16:30:58.213164256,30537,Smartwatch,1,1051.06
1207,2007-05-13 19:50:47.316946336,1207,Jacket,5,1299.4
8360,2007-05-13 23:10:36.420728416,8360,Fragrance,5,926.59
31166,2007-05-14 02:30:25.524510480,31166,Vacuum Cleaner,5,1319.01
26326,2007-05-14 05:50:14.628292560,26326,Jacket,1,287.28
33015,2007-05-14 09:10:03.732074640,33015,Headphones,2,3122.75
6886,2007-05-14 12:29:52.835856704,6886,Vacuum Cleaner,2,213.37
34520,2007-05-14 15:49:41.939638784,34520,Jacket,4,1314.7
38760,2007-05-14 19:09:31.043420864,38760,Blender,3,491.76
19179,2007-05-14 22:29:20.147202944,19179,Shoes,2,416.58
1294,2007-05-15 01:49:09.250985008,1294,Fragrance,1,140.45
15385,2007-05-15 05:08:58.354767088,15385,Microwave,5,2706.3
28590,2007-05-15 08:28:47.458549168,28590,Skincare,1,91.88
49686,2007-05-15 11:48:36.562331248,49686,Shoes,1,149.47
42283,2007-05-15 15:08:25.666113312,42283,Smartphone,3,4574.58
1403,2007-05-15 18:28:14.769895392,1403,Vacuum Cleaner,4,786.85
26118,2007-05-15 21:48:03.873677472,26118,Science,1,10.58
1100,2007-05-16 01:07:52.977459536,1100,Microwave,5,607.31
27057,2007-05-16 04:27:42.081241616,27057,Microwave,5,1513.33
24255,2007-05-16 07:47:31.185023696,24255,Vacuum Cleaner,1,293.7
44958,2007-05-16 11:07:20.288805776,44958,Science,1,47.89
41401,2007-05-16 14:27:09.392587840,41401,Jeans,3,914.85
2564,2007-05-16 17:46:58.496369920,2564,Skincare,2,404.95
45098,2007-05-16 21:06:47.600152000,45098,Vacuum Cleaner,5,1707.84
19502,2007-05-17 00:26:36.703934080,19502,Microwave,2,125.37
4335,2007-05-17 03:46:25.807716144,4335,Vacuum Cleaner,2,357.75
36862,2007-05-17 07:06:14.911498224,36862,Laptop,3,4034.34
37262,2007-05-17 10:26:04.015280304,37262,Biography,3,89.57
49568,2007-05-17 13:45:53.119062368,49568,Jacket,2,97.01
11599,2007-05-17 17:05:42.222844448,11599,Science,1,30.05
27193,2007-05-17 20:25:31.326626528,27193,Haircare,2,183.66
38414,2007-05-17 23:45:20.430408608,38414,Haircare,3,471.96
14326,2007-05-18 03:05:09.534190672,14326,Laptop,4,5396.84
33489,2007-05-18 06:24:58.637972752,33489,Skincare,5,124.68
44093,2007-05-18 09:44:47.741754832,44093,Vacuum Cleaner,5,494.26
42175,2007-05-18 13:04:36.845536912,42175,Vacuum Cleaner,2,760.62
39780,2007-05-18 16:24:25.949318976,39780,Haircare,1,190.76
34688,2007-05-18 19:44:15.053101056,34688,Haircare,4,215.19
24988,2007-05-18 23:04:04.156883136,24988,Headphones,4,3009.73
10908,2007-05-19 02:23:53.260665200,10908,Skincare,2,138.36
10455,2007-05-19 05:43:42.364447280,10455,Microwave,3,950.99
14242,2007-05-19 09:03:31.468229360,14242,Biography,1,24.97
17528,2007-05-19 12:23:20.572011440,17528,Jeans,5,1606.28
43600,2007-05-19 15:43:09.675793504,43600,Smartphone,1,1524.89
35838,2007-05-19 19:02:58.779575584,35838,Jeans,4,1002.13
49473,2007-05-19 22:22:47.883357664,49473,Camera,5,7285.31
37636,2007-05-20 01:42:36.987139744,37636,Camera,2,966.89
8166,2007-05-20 05:02:26.090921808,8166,Biography,1,20.73
9964,2007-05-20 08:22:15.194703888,9964,Vacuum Cleaner,5,1712.56
19715,2007-05-20 11:42:04.298485968,19715,Fiction,5,226.93
38533,2007-05-20 15:01:53.402268032,38533,Blender,3,1184.38
27755,2007-05-20 18:21:42.506050112,27755,T-shirt,5,1027.94
49608,2007-05-20 21:41:31.609832192,49608,Vacuum Cleaner,2,254.09
17927,2007-05-21 01:01:20.713614272,17927,Non-Fiction,4,61.77
46806,2007-05-21 04:21:09.817396336,46806,Camera,4,2083.15
255,2007-05-21 07:40:58.921178416,255,Fiction,3,87.89
28236,2007-05-21 11:00:48.024960496,28236,Laptop,4,2573.34
17588,2007-05-21 14:20:37.128742576,17588,Jacket,4,610.81
42836,2007-05-21 17:40:26.232524640,42836,Smartphone,4,5910.24
38109,2007-05-21 21:00:15.336306720,38109,Fragrance,2,209.83
34094,2007-05-22 00:20:04.440088800,34094,Fiction,4,96.78
37190,2007-05-22 03:39:53.543870864,37190,Fiction,1,21.22
6321,2007-05-22 06:59:42.647652944,6321,Vacuum Cleaner,1,168.27
2702,2007-05-22 10:19:31.751435024,2702,Microwave,3,848.3
42579,2007-05-22 13:39:20.855217104,42579,Blender,3,273.49
21780,2007-05-22 16:59:09.958999168,21780,Fragrance,2,292.0
44189,2007-05-22 20:18:59.062781248,44189,Laptop,1,619.81
2535,2007-05-22 23:38:48.166563328,2535,Fiction,2,90.05
13114,2007-05-23 02:58:37.270345408,13114,Non-Fiction,1,25.25
457,2007-05-23 06:18:26.374127472,457,Laptop,2,1058.26
19882,2007-05-23 09:38:15.477909552,19882,Jacket,1,264.19
42823,2007-05-23 12:58:04.581691632,42823,Camera,2,658.06
12173,2007-05-23 16:17:53.685473696,12173,Biography,2,58.41
1627,2007-05-23 19:37:42.789255776,1627,Jeans,1,69.19
19290,2007-05-23 22:57:31.893037856,19290,Blender,4,1402.66
24339,2007-05-24 02:17:20.996819936,24339,Non-Fiction,1,24.94
38772,2007-05-24 05:37:10.100602000,38772,Non-Fiction,5,149.1
16235,2007-05-24 08:56:59.204384080,16235,Haircare,5,609.78
35756,2007-05-24 12:16:48.308166160,35756,Haircare,1,37.89
14800,2007-05-24 15:36:37.411948240,14800,Biography,5,142.18
22968,2007-05-24 18:56:26.515730304,22968,Fiction,2,28.14
10483,2007-05-24 22:16:15.619512384,10483,Laptop,1,860.82
24111,2007-05-25 01:36:04.723294464,24111,Shoes,3,799.77
49386,2007-05-25 04:55:53.827076528,49386,Skincare,3,583.98
30330,2007-05-25 08:15:42.930858608,30330,Smartwatch,4,3725.65
20560,2007-05-25 11:35:32.034640688,20560,T-shirt,2,627.99
9595,2007-05-25 14:55:21.138422768,9595,Makeup,4,258.8
27593,2007-05-25 18:15:10.242204832,27593,Science,5,69.95
13872,2007-05-25 21:34:59.345986912,13872,Makeup,5,128.81
5113,2007-05-26 00:54:48.449768992,5113,Fiction,1,41.33
41858,2007-05-26 04:14:37.553551072,41858,Camera,4,1244.51
37685,2007-05-26 07:34:26.657333136,37685,Cookware Set,4,1291.4
25903,2007-05-26 10:54:15.761115216,25903,Shoes,1,306.28
45867,2007-05-26 14:14:04.864897296,45867,Biography,2,25.08
7079,2007-05-26 17:33:53.968679360,7079,Microwave,4,621.12
40580,2007-05-26 20:53:43.072461440,40580,Biography,3,118.28
46600,2007-05-27 00:13:32.176243520,46600,Camera,2,923.07
10002,2007-05-27 03:33:21.280025600,10002,Science,1,23.29
40807,2007-05-27 06:53:10.383807664,40807,Camera,3,2328.46
43611,2007-05-27 10:12:59.487589744,43611,Cookware Set,3,1626.55
23679,2007-05-27 13:32:48.591371824,23679,Haircare,3,142.01
40328,2007-05-27 16:52:37.695153904,40328,Smartwatch,1,815.0
21392,2007-05-27 20:12:26.798935968,21392,Blender,4,1641.75
23604,2007-05-27 23:32:15.902718048,23604,Smartwatch,1,722.57
31994,2007-05-28 02:52:05.006500128,31994,Camera,3,4901.4
9802,2007-05-28 06:11:54.110282208,9802,T-shirt,2,489.78
8566,2007-05-28 09:31:43.214064272,8566,Laptop,5,1771.87
36982,2007-05-28 12:51:32.317846352,36982,Haircare,2,225.18
22228,2007-05-28 16:11:21.421628432,22228,Jeans,5,1624.24
8305,2007-05-28 19:31:10.525410496,8305,Smartwatch,1,842.58
5843,2007-05-28 22:50:59.629192576,5843,T-shirt,4,592.22
15005,2007-05-29 02:10:48.732974656,15005,Microwave,4,548.06
14824,2007-05-29 05:30:37.836756736,14824,Jacket,5,845.58
25272,2007-05-29 08:50:26.940538800,25272,Cookware Set,5,2292.5
18176,2007-05-29 12:10:16.044320880,18176,Microwave,2,903.77
4447,2007-05-29 15:30:05.148102960,4447,Fiction,4,62.27
27815,2007-05-29 18:49:54.251885040,27815,Makeup,5,308.82
18704,2007-05-29 22:09:43.355667104,18704,Fiction,2,29.62
21308,2007-05-30 01:29:32.459449184,21308,Jeans,3,668.02
9707,2007-05-30 04:49:21.563231264,9707,Vacuum Cleaner,4,1789.2
12969,2007-05-30 08:09:10.667013328,12969,Vacuum Cleaner,4,322.05
42973,2007-05-30 11:28:59.770795408,42973,Makeup,3,575.1
37482,2007-05-30 14:48:48.874577488,37482,Haircare,4,779.46
36386,2007-05-30 18:08:37.978359568,36386,T-shirt,5,148.39
46599,2007-05-30 21:28:27.082141632,46599,Skincare,4,254.15
30422,2007-05-31 00:48:16.185923712,30422,Cookware Set,4,1132.06
19000,2007-05-31 04:08:05.289705792,19000,Microwave,4,527.12
8960,2007-05-31 07:27:54.393487872,8960,Shoes,5,1271.44
433,2007-05-31 10:47:43.497269936,433,Jeans,5,904.87
44745,2007-05-31 14:07:32.601052016,44745,Fragrance,4,215.6
1570,2007-05-31 17:27:21.704834096,1570,Non-Fiction,4,194.71
21156,2007-05-31 20:47:10.808616160,21156,Non-Fiction,3,99.32
22865,2007-06-01 00:06:59.912398240,22865,Smartwatch,3,1920.86
25419,2007-06-01 03:26:49.016180320,25419,Shoes,5,266.69
45164,2007-06-01 06:46:38.119962400,45164,Vacuum Cleaner,4,563.59
2392,2007-06-01 10:06:27.223744464,2392,Skincare,1,146.31
34532,2007-06-01 13:26:16.327526544,34532,Laptop,5,1832.43
37409,2007-06-01 16:46:05.431308624,37409,Science,5,108.74
6098,2007-06-01 20:05:54.535090704,6098,Makeup,3,280.11
34536,2007-06-01 23:25:43.638872768,34536,Blender,5,2519.85
40147,2007-06-02 02:45:32.742654848,40147,Jeans,4,433.94
28276,2007-06-02 06:05:21.846436928,28276,Science,5,262.35
29651,2007-06-02 09:25:10.950218992,29651,Laptop,1,339.82
1018,2007-06-02 12:45:00.054001072,1018,Cookware Set,1,103.36
35529,2007-06-02 16:04:49.157783152,35529,Science,4,192.37
24499,2007-06-02 19:24:38.261565232,24499,Blender,5,2544.74
28472,2007-06-02 22:44:27.365347296,28472,Cookware Set,3,345.66
22601,2007-06-03 02:04:16.469129376,22601,Skincare,4,449.36
5017,2007-06-03 05:24:05.572911456,5017,Headphones,4,6057.48
47030,2007-06-03 08:43:54.676693536,47030,Biography,5,244.19
36957,2007-06-03 12:03:43.780475600,36957,Shoes,3,132.61
14335,2007-06-03 15:23:32.884257680,14335,Blender,2,182.13
15744,2007-06-03 18:43:21.988039760,15744,Cookware Set,5,2249.67
44839,2007-06-03 22:03:11.091821824,44839,Science,4,146.23
18031,2007-06-04 01:23:00.195603904,18031,Shoes,2,500.08
16013,2007-06-04 04:42:49.299385984,16013,Haircare,1,94.05
15036,2007-06-04 08:02:38.403168064,15036,Cookware Set,4,1276.71
16984,2007-06-04 11:22:27.506950128,16984,Makeup,1,75.18
1581,2007-06-04 14:42:16.610732208,1581,Jeans,2,543.73
12113,2007-06-04 18:02:05.714514288,12113,Microwave,5,2513.48
39345,2007-06-04 21:21:54.818296368,39345,Makeup,4,357.81
6621,2007-06-05 00:41:43.922078432,6621,Microwave,5,2562.82
